law_name,law_no,effective_date,version,jurisdiction,language,doc_type,article_no,article_title,paragraph_no,path,chunk_id,tags,text,hash,source_file
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0011,,"[제목] HTML
XHTML 1.0 은 2000년 1월 26일에 W3C 권고안으로 발표되었다. 이후 2002년 8월 1일에 개정과 재발표를 하였다. 이것은 XML에 관하여 새로 작성된 HTML 4.0 과 HTML 4.01 같이 세가지 문서 형태를 사소한 규약과 함께 제공한다.
 XHTML 1.1 2001년 5월 31일에 W3C 권고안으로 발표되었다. 그것은 XHTML 1.0 strict 기반이지만 사소한 변경 사항과 사용자 정의 기능을 포함하고, XHTML의 모듈화 으로부터 모듈을 이용하여 새로 작성되었다.
 XHTML 2.0 은 아직까지 W3C 작업 초안이다. W3C는 2009년 말까지 XHTML 2 그룹을 중단한다고 발표하였다.. 그러므로 XHTML 2.0 표준은 사라질 것이다. XHTML은 XHTML 1.x와 호환되지 않는다. 따라서 XHTML 1.0에서 업데이트된 것 보다 XHTML을 기반으로 하는 새로운 언어가 특성이 더 정확해진다.
 XHTML5는 HTML 5 초안에서 HTML 5와 함께 정의되었다.
마크업",4e1cbe0fd5e6483fc921a08e3444ab3f6e2d33ac311813d35e215b01c68fc96c,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0012,,"[제목] HTML
HTML 마크업은 HTML 요소(엘리먼트, )와 그들의 속성()과 문자 기반 데이터 형태와 문자 참조와 엔티티 참조를 포함하는 몇 가지 핵심 구성 요소로 이루어져 있다. 또 다른 중요한 구성 요소로는 문서 형식 정의(DTD, )를 명시하는 문서 형식 선언()이다. 차기 HTML 5에서는 DTD를 지정하지 않아도 되고 오직 레이아웃 모드로 지정된다 .",8ff27b1c3aface200f4139a9e1053903c21486760fb11c03b1b1bd38c985d54b,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0013,,"[제목] HTML
Hello world 프로그램은 프로그래밍 언어와 스크립트 언어 그리고 마크업 언어를 비교하기 위해 사용되는 일반적인 컴퓨터 프로그램이다. 그리고 HTML에서의 Hello world 프로그램은 단 9줄에 불과하다:
<!doctype html>
<html>
 <head>
 <title>Hello HTML</title>
 </head>
 <body>
 <p>Hello World!</p>
 </body>
</html>
(과 사이의 문자는 웹 페이지를 표현한다. 와 사이의 문자는 표시되는 페이지의 내용이며, 와 사이의 문자는 눈에는 보이지 않지만 웹 페이지를 표현하기 위해 필요한 해더 정보를 담고 있다.과 사이의 문자는 웹 브라우저의 페이지 제목을 정의하는데 사용된다.)Hello world 프로그램을 최대로 짧게 만들고 싶다면:
Hello world
이라고 해도 되지만, 웹 표준에 위배된다.이 문서 형식 정의는 HTML 5이다. 만약 <!doctype html>로 선언하지 않은 경우 대다수의 브라우저는 ""쿽스 모드""로 렌더링한다.
HTML 요소",3e74fffa63746a3bf7144685d25cd5644a7d0f3f1fc830850b7acaa3a949c84b,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0014,,"[제목] HTML
HTML 문서는 완전한 HTML 요소로 구성되어 있고, HTML 요소의 가장 보편적인 형태는 세 가지 구성 요소를 가진다:
""시작 태그""(Start Tag)와 ""종료 태그""(End Tag) 와 같은 태그 한 쌍; 몇 가지 요소 속성은 그 태그들 내에서 특성을 부여한다. 마지막으로 문자와 그래픽 정보 콘텐츠를 화면에 표현한다.
HTML 요소는 태그의 사이와 포함되는 모든 것이다.
태그는 꺾쇠괄호(<>)로 둘러싸인 키워드이다.
HTML 요소의 일반적인 형태
보이는 내용
HTML 요소의 이름은 태그의 이름이다.
그리고 종료 태그의 이름은 슬래시 문자 (""/"")로 시작된다.
HTML 요소의 가장 보편적인 형태 
 보이는 내용
속성이 주어지지 않는다면 시작 태그의 기본값을 사용하게 된다.
태그의 기본적인 형태 
HTML의 머리부분 (...), 보통 제목은 <head>의 안에 포함된다. 예제:
<head>
<title>제목</title>
</head>",76874a3262374651fd09541d81e801655d8a1ce03256d65758ff1723bc648cf8,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0015,,"[제목] HTML
단락 구획 
<p>단락 1</p> <p>단락 2</p>
새 줄(<br>), <br> 와 <p> 간의 차이점은 'br'은 페이지의 의미론적 구조를 변경하지 않는 줄바꿈(breaks a line)인 반면 'p'는 단락으로 페이지를 구분한다.
<code><p>이것은 <br /> 줄바꿈을 <br /> 포함하는 <br /> 단락이다. </p></code>
주석 사용 
<!--..설명!..--> 주석은 코딩을 이해하는데 도움을 줄 수 있지만 웹 페이지에는 표시되지 않는다.",a9385bb882c5bebbe59645505945878a2ed85c1bdcd6939541105d8eed096ac4,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0016,,"[제목] HTML
HTML에서 사용되는 마크업 요소의 형태 
 구조적 마크업은 본문의 목적을 표현한다. 예를 들어, <h2>골프</h2>는 ""골프""를 두 번째 수준의 제목으로 규정한다. 그리고 그것은 브라우저에서 이 장의 처음에 나오는 HTML 마크업 제목과 유사한 방식으로 해석될 것이다. 구조적 마크업은 어떤 특정한 렌더링을 표시하지 않지만, 대부분의 웹 브라우저는 요소 포맷팅에 대한 기본적인 스타일을 표준화했다. 텍스트는 캐스캐이딩 스타일시트(CSS)로 더 꾸밀 수 있다.
 표현적 마크업은 기능에 관계없이 본문의 외관을 표현한다. 예를 들어, <b>굵은 글씨</b>는 시각적 결과 장치가 굵은 글씨 속에 있는 ""boldface""를 해석해야 한다는 것을 지시하지만, 이것을 할 수 있는 장치가 무엇을 해야 할 지(예를 들어 텍스트를 크게 읽어주는 장치와 같은 )에 대한 어떠한 지시도 하지 않는다. <b>굵게</b>와 <i>이탤릭</i>과 같은 경우에는 보통 시각적 해석에 필적하는 여러 가지 요소가 있지만, 본래가 더 의미론적이다. 즉, 각각 <strong>strong emphasis</strong>와 <em>emphasis</em>같이 할 수 있다. 음성 사용자 에이전트가 어떻게 후자의 두 요소를 해석하는 지 지켜보는 것은 쉽다. 그러나 그것은 그들의 표현 상대와 맞먹지는 않는다. 예를 들자면 책의 이름을 강조하는 것이 스크린을 읽는 유저에게는 바람직하지 않지만, 화면에서 그러한 이름이 이탤릭체로 될 것이다. 대부분의 표현 마크업 요소는 스타일 디자인에 근거한 CSS에 호응해서 HTML 4.0 스펙에서는 받아들여지지 않을 것이다.
 하이퍼텍스트 마크업은 다른문서와 연결시켜주는 문서의 부분이다. XHTML 1.1 버전을 통한 HTML은 본문속에서 하이퍼링크를 생성하기 위해 anchor 요소(<a>위키백과</a>)의 사용을 필요로 한다. 덧붙여, href 속성은 반드시 정확한 URL을 설정해야만 한다. 예를 들어, HTML 마크업인 <a href=""https://ko.wikipedi",a3e2ac0a41358aa1696e502032f0584ed6a39c9c9bf13c9e4e3faf1017f6752c,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0017,,"[제목] HTML
.
 하이퍼텍스트 마크업은 다른문서와 연결시켜주는 문서의 부분이다. XHTML 1.1 버전을 통한 HTML은 본문속에서 하이퍼링크를 생성하기 위해 anchor 요소(<a>위키백과</a>)의 사용을 필요로 한다. 덧붙여, href 속성은 반드시 정확한 URL을 설정해야만 한다. 예를 들어, HTML 마크업인 <a href=""https://ko.wikipedia.org/"">한국어 위키백과</a>는 하이퍼링크로써 ""한국어 위키백과""처럼 보일 것이다.
 하이퍼링크로써 이미지를 표현하는 예제
 <a href=""http://example.org""><img src=""image.gif"" alt=""alternative text"" width=""50"" height=""50""></a>
주요 HTML 요소들",44a9514c4db6900a828b739605b0920e4184074d6684be4b15f4c1e7d3899447,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0018,,"[제목] HTML
<br> 줄바꾸기
<p> 단락바꾸기(한줄 떨어짐)
<hr>가로줄
<center>...</center> ...을 가운데 정렬
<font>...</font> ...의 폰트를 바꿈
<ul><li>...<li>...</ul> ...을 순서없는 목록으로 만듦(기본: 까만동그라미)
<ol><li>...<li>...</ol> ...을 순서있는 목록으로 만듦(기본: 숫자)
<table></table> 표만들기
<tr></tr> 행(<table>...</table>...에 넣는다)
<td></td> 열(<tr>...</tr> ...에 넣는다)
<td colspan=숫자></td> 그 셀부터 숫자만큼의 오른쪽 셀을 병합한다
<td rowspan=숫자></td> 그셀부터 숫자만큼의 아래쪽 셀을 병합한다",43efb85deb4ebcb9b07a8a1e0f4073ee29a9563afbc5f0762d20f9d43346a2af,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0019,,"[제목] HTML
속성 
대부분의 요소 속성들은 이름-값 형태이고, ""=""로 구분하고, 요소의 시작 태그 안에서 요소의 이름 다음에 쓰인다. 값은 외따옴표 또는 쌍따옴표로 둘러쌀 수 있다. 비록 어떤 문자로 구성된 값들이 HTML에서 인용부호 없이 사용될 수도 있지만(XHTML에서는 허용되지 않음), 그 값은 따옴표나 쌍따옴표 또는 쌍 인용부호로 둘러쌀 수 있다. 인용부호를 사용하지 않고, 속성값을 사용하는 것은 안전하지 않다. 이름값 쌍 속성과 대조하여, 요소 태그의 시작에 단순히 그 존재만으로도 영향을 끼칠 수 있는 태그가 있다.",0d03d8ab58e3dd113309f6f5c34009d46cbc970bc41cc151dc0b244c0c3f292a,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0020,,"[제목] HTML
대부분의 요소는 몇 가지 일반적인 속성을 가질 수 있다.
 id 속성은 요소에 대한 문서 전체의 고유 식별자를 제공한다. 이것은 스타일시트에 의해 외관적인 특성을 제공하고, 브라우저에 의해 특정 요소를 처리하거나 스크립트에 의해 요소의 내용이나 외관을 바꿀 수 있다. 페이지의 URL에 달려 있는 것처럼, 보통 페이지 다음에 오는 요소에 대한 세계에서 유일한 식별자를 부여한다. 예를 들어, https://en.wikipedia.org/wiki/HTML#Attributes 에 있는 ID 속성과 같다.
 class 속성은 유사한 요소를 분류하는 방법을 제공한다. 이것은 어휘적 또는 표현적 목적으로 사용될 수 있다. 예를 들어, 어휘적으로 분류는 미세 포맷에 사용된다. 표현적 목적으로 HTML 문서는 class=""notation""과 같은 지정자에서, 이 class 값을 갖는 모든 요소는 문서의 주 텍스트에 종속된다는 것을 지시한다. 이러한 요소는 HTML 소스에서 나타났던 장소에 나타나는 대신에 함께 모여서 페이지에서 각주와 같이 표현된다.
 작성자는 특정 요소에 표현적 속성을 지닌 style 비 속성 코드를 사용할 것이다. 단순하고, 특정한 또는 특수한 스타일 속성을 가진 애플리케이션에서는 너무 성가시긴 하지만, 스타일시트로 속성을 선택할 때는 요소의 id나 class 속성을 사용하는 것이 더 낫다고 간주된다.
 title 속성은 요소에서 숨겨진 뜻을 설명하는 글을 첨부하는 곳에 사용된다. 대부분의 브라우저의 이 속성은 자주 툴팁과 같이 참조하는 것처럼 보인다.",9b7df4d573253746b80d5ba0a2810ca8bac2eee6357ac578307faa799200ec55,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0021,,"[제목] HTML
단축 요소(abbr)는 아래와 같이 다양한 속성을 설명하는데 쓰일 수 있다:
<abbr id=""anId"" class=""aClass"" style=""color:blue;"" title=""하이퍼텍스트 마크업 언어"">HTML</abbr>
이 예제는 대부분의 브라우저에서 HTML처럼 보인다. 이 단축에 커서를 가리키면 그 제목인 ""하이퍼텍스트 마크업 언어""가 보일 것이다.
대부분의 요소 또한 언어와 관련된 속성인 lang과 dir을 취한다.",940b62c8eb6aea61771df53f6a3a77de1b030be40cba1be0c87ae1e24e1827c7,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0022,,"[제목] HTML
데이터 형식 
HTML은 스크립트 데이터와 스타일시트 데이터, 그리고 ID, 이름, URI, 숫자 길이의 단위, 언어, 미디어 기술자, 색상, 문자 인코딩, 날짜와 시간 등을 포함하는 속성 값의 종류를 위한 몇 가지 데이터 형태를 정의 내린다. 이러한 모든 데이터 형식은 문자 데이터를 최적화하기 위하여 분리되었다.",788bdc5f11a04ee85f803c69de2808b315e80494d9aed853c611211386a1d216,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0023,,"[제목] HTML
문서 형식 선언 
HTML 문서는 문서 형식 선언 (비공식적으로, ""doctype"")으로 시작해야 한다. 브라우저에서 doctype의 기능은 렌더링 모드를 지시하는 것이며, 부분적으로는 쿼크 모드를 피하기 위한 목적도 있다.",74d7d08257137615dc5d7e86a8c91b5b5c5db0bf1894c23a8e889a79abb9e2d8,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0024,,"[제목] HTML
doctype의 원래의 목적은 문서 형식 정의 (DTD)에 기반한 SGML 도구를 통하여 HTML 문서의 파싱과 유효 여부 확인을 가능하게 하려는 것이었다. DOCTYPE에 대한 DTD는 DTD에 순응하는 문서를 가진 허용 또는 금지된 내용을 지정하고 기계가 읽을 수 있는 문법을 포함하도록 지시한다. 반면 브라우저는 HTML을 SGML의 애플리케이션으로 수행하지 않으며, 결과적으로 DTD를 읽지 않는다. HTML 5는 기술적인 제한으로 인해 DTD를 정의하지 않는다. 그래서 HTML5에서 doctype 선언 <!doctype html>는 DTD를 참조하지 않는다.
HTML 4 doctype의 예제는 다음과 같다.
<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">",6b461fdbe0b3a639f0f8a6b4b3a9610eb97ac34b3d4fa0ed693dfe50fcf610c5,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0025,,"[제목] HTML
이런 선언은 엄격한 HTML 4.01을 만들기 위해 DTD를 참조한다. 이것은 선언적인 요소인 font 같은 요소는 포함하지 않으며, CSS나 span, div 요소는 유지한다. SGML 기반의 유효 확인자(validator)들은 문서를 적절히 해석하거나, 유효 여부 확인을 실행하기 위해 DTD를 읽는다.
최근의 브라우저에서 이 doctype은 쿼크 모드에 반대되는 표준 모드를 활성화한다.
게다가 HTML 4.01은 임시적이고 프레임 단위의 DTD를 제공한다.
시맨틱 웹
전송 
HTML 문서를 다른 컴퓨터 파일과 같은 방법으로 전송할 수 있다. 하지만 HTML 문서들은 대부분 웹 서버에 의한 HTTP나 또는 이메일을 통하여 전송된다.",71c860d7d1ea70f11a8b4a947d5eddcfd5082ca4b2f820a11a7eedb1089333ad,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0026,,"[제목] HTML
HTTP 
월드 와이드 웹은 주로 웹 서버에서 하이퍼텍스트 전송 프로토콜 (HTTP)을 이용하는 웹 브라우저로 전송되는 HTML 문서를 위해 고안되었다. 그러나 HTTP는 HTML 이외에도 이미지나 소리, 그리고 기타 내용물을 서비스하는 데 사용된다. 브라우저가 받는 각 문서를 어떻게 다른지 알려주게 하기 위해, 다른 정보가 문서와 함께 전송된다.
이 메타데이터는 보통 MIME 타입 (예, text/html or application/xhtml+xml)과 문자 인코딩을 포함한다. (HTML에서 문자 인코팅 참조)",68285894ba7d4966afa77b7237b8a1c218949335e37117f6974548f5410b2af3,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0027,,"[제목] HTML
최근의 브라우저에서 HTML 문서와 함께 전송되는 MIN 타입은 문서가 초기에 어떻게 해석해야 하는 지에 대한 영향을 끼칠 것이다. XHTML MIME 타입과 함께 전송된 문서는 잘 구성된 XML로 기대되며, 문법 오류는 브라우저가 그것을 해석하지 못하게 할 것이다. HTML MIME 타입과 함께 전송된 동일 문서가 HTML에 관대한 브라우저에서는 성공적으로 출력될 것이다.",960b8d6f685a1cf1064d2bea68bf984621b937c1e17da9931f89c3124e248e8f,
HTML,,,v0,KR,ko,백과,0,본문,,HTML,HTML-v0-0000-00-0028,,"[제목] HTML
W3C 권고안에서는 권고안 부록 C에 나오는 가이드라인을 따르는 XHTML 1.0 문서는 MIME 타입으로 표시될 것이다. 현재의 XHTML 1.1 작업 초안은 또한 XHTML 1.1 문서는 MIME 타입으로 표시될 것이라고 언급하고 있다.
HTML 전자 우편",01e070c04738551ee13799797df7a6d091fde0ac64088f9545052af4df6e9a50,
